sentence	label
brian tufano 's handsome widescreen photography and paul grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .	4
it 's fun , but it 's a real howler .	3
a heartening tale of small victories and enduring hope .	3
a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .	4
maryam is a small film , but it offers large rewards .	3
if you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .	1
simultaneously heartbreakingly beautiful and exquisitely sad .	2
the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .	0
... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	4
spectacular in every sense of the word , even if you don ' t know an orc from a uruk-hai .	4
below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished .	3
it 's still a comic book , but maguire makes it a comic book with soul .	3
even with harris 's strong effort , the script gives him little to effectively probe lear 's soul-stripping breakdown .	2
never once predictable .	3
and diesel is n't the actor to save it .	1
jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .	2
a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .	3
stinks from start to finish , like a wet burlap sack of gloom .	1
is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .	1
a thought-provoking and often-funny drama about isolation .	3
granddad of le nouvelle vague , jean-luc godard continues to baffle the faithful with his games of hide-and-seek .	2
piccoli gives a superb performance full of deep feeling .	4
i am not generally a huge fan of cartoons derived from tv shows , but hey arnold !	3
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .	0
a devastating indictment of unbridled greed and materalism .	0
the action clichés just pile up .	1
... this story gets sillier , not scarier , as it goes along ...	1
shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but its compassionate spirit soars every bit as high .	4
anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .	1
mediocre fable from burkina faso .	1
it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .	3
every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy	3
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .	4
a penetrating glimpse into the tissue-thin ego of the stand-up comic .	2
if you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .	3
long before it 's over , you 'll be thinking of 51 ways to leave this loser .	0
low rent from frame one .	1
an overly melodramatic but somewhat insightful french coming-of-age film ...	2
though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .	1
a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .	0
stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .	0
jackie chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing .	3
this 100-minute movie only has about 25 minutes of decent material .	1
what 's missing in murder by numbers is any real psychological grounding for the teens ' deviant behaviour .	0
if the real-life story is genuinely inspirational , the movie stirs us as well .	4
it did n't go straight to video .	2
hardly a film that comes along every day .	3
despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .	1
it 's a day at the beach -- with air conditioning and popcorn .	3
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?	3
puts to rest any thought that the german film industry can not make a delightful comedy centering on food .	4
a mildly enjoyable if toothless adaptation of a much better book .	2
spielberg 's picture is smarter and subtler than -lrb- total recall and blade runner -rrb- , although its plot may prove too convoluted for fun-seeking summer audiences .	3
at its best -lrb- and it does have some very funny sequences -rrb- looking for leonard reminds you just how comically subversive silence can be .	2
from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out .	1
waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .	3
`` feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .	2
hardly an objective documentary , but it 's great cinematic polemic ... love moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .	4
there 's nothing to gain from watching they .	0
the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .	3
compellingly watchable .	4
not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker .	3
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .	1
one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .	3
nicole holofcener 's lovely and amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .	4
a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .	2
blade ii has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .	2
not even solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .	1
a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .	3
here 's my advice , kev .	2
... a solid , well-formed satire .	4
pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .	2
but it does somehow manage to get you under its spell .	3
do you say `` hi '' to your lover when you wake up in the morning ?	2
this is no `` waterboy ! ''	1
you will likely prefer to keep on watching .	3
for the rest of us , sitting through dahmer 's two hours amounts to little more than punishment .	0
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	3
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy .	4
kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party .	0
at times the guys taps into some powerful emotions , but this kind of material is more effective on stage .	2
it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .	1
the movie straddles the fence between escapism and social commentary , and on both sides it falls short .	1
jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .	3
while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0
stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .	4
all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .	1
blithely anachronistic and slyly achronological .	2
the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .	2
it 's packed to bursting with incident , and with scores of characters , some fictional , some from history .	2
it may play well as a double feature with mainstream foreign mush like my big fat greek wedding	2
every joke is repeated at least four times .	1
on top of a foundering performance , -lrb- madonna 's -rrb- denied her own athleticism by lighting that emphasizes every line and sag .	1
meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant .	3
reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and ryoko hirosue makes us wonder if she is always like that .	2
like the chilled breath of oral storytelling frozen onto film .	3
in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .	0
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart ...	3
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .	3
the film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .	1
femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .	1
if the man from elysian fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
how this one escaped the lifetime network i 'll never know .	1
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .	0
-lrb- haynes ' -rrb- homage to such films as `` all that heaven allows '' and `` imitation of life '' transcends them .	2
they 're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood .	3
seems like someone going through the motions .	1
has its moments -- and almost as many subplots .	3
it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .	4
perhaps the grossest movie ever made .	0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .	1
the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .	1
the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .	1
... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .	0
rich in shadowy metaphor and as sharp as a samurai sword , jiang wen 's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut .	4
the picture emerges as a surprisingly anemic disappointment .	0
... the story , like ravel 's bolero , builds to a crescendo that encompasses many more paths than we started with .	3
mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .	3
an extraordinary dramatic experience .	4
a moving and important film .	4
the lousy john q all but spits out denzel washington 's fine performance in the title role .	1
maybe leblanc thought , `` hey , the movie about the baseball-playing monkey was worse . ''	1
dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .	2
that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	3
a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . '	0
a muted freak-out	1
while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .	4
in between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .	1
... unlikable , uninteresting , unfunny , and completely , utterly inept .	0
as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction .	1
the result is a powerful , naturally dramatic piece of low-budget filmmaking .	4
this romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .	1
the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .	0
it 's all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .	4
and the reason for that is a self-aware , often self-mocking , intelligence .	3
the campy results make mel brooks ' borscht belt schtick look sophisticated .	3
an intelligent , multi-layered and profoundly humanist -lrb- not to mention gently political -rrb- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	4
theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .	1
... a ho-hum affair , always watchable yet hardly memorable .	2
diaz wears out her welcome in her most charmless performance	0
how much you are moved by the emotional tumult of -lrb- françois and michèle 's -rrb- relationship depends a lot on how interesting and likable you find them .	2
... is funny in the way that makes you ache with sadness -lrb- the way chekhov is funny -rrb- , profound without ever being self-important , warm without ever succumbing to sentimentality .	4
does n't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .	0
yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit .	1
as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	3
the movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	0
helps to remind the first world that hiv\/aids is far from being yesterday 's news .	2
move over bond ; this girl deserves a sequel .	4
imagine o. henry 's the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene .	0
we want the funk - and this movie 's got it .	3
` rare birds ' tries to force its quirkiness upon the audience .	2
the result is an ` action film ' mired in stasis .	1
rubbo 's humorously tendentious intervention into the who-wrote-shakespeare controversy .	3
showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .	1
less an examination of neo-nazism than a probe into the nature of faith itself .	3
director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel .	1
it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .	4
we never feel anything for these characters , and as a result the film is basically just a curiosity .	1
it 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .	2
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .	3
this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .	4
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
goes a long way on hedonistic gusto .	2
it 's quite another to feel physically caught up in the process .	2
if you 're not a fan , it might be like trying to eat brussels sprouts .	1
the pace and the visuals are so hyped up that a curious sense of menace informs everything .	2
a b-movie you can sit through , enjoy on a certain level and then forget .	3
fun and nimble .	4
lawrence plumbs personal tragedy and also the human comedy .	3
affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .	3
it 's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming .	3
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .	1
beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .	4
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	1
it thankfully goes easy on the reel\/real world dichotomy that -lrb- jaglom -rrb- pursued with such enervating determination in venice\/venice .	3
the story 's pathetic and the gags are puerile . .	0
bad and baffling from the get-go .	0
mike white 's deft combination of serious subject matter and dark , funny humor make `` the good girl '' a film worth watching .	4
this charming but slight tale has warmth , wit and interesting characters compassionately portrayed .	3
but , for that , why not watch a documentary ?	2
degenerates into hogwash .	0
tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .	0
every joke is repeated at least -- annoying , is n't it ?	1
a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy .	2
although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .	1
humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .	2
although bright , well-acted and thought-provoking , tuck everlasting suffers from a laconic pace and a lack of traditional action .	2
samuel beckett applied to the iranian voting process .	2
in the wrong hands , i.e. peploe 's , it 's simply unbearable	1
if deuces wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .	2
a work of extraordinary journalism , but it is also a work of deft and subtle poetry .	4
be patient with the lovely hush !	3
familiar but utterly delightful .	3
prepare to marvel again .	3
an exit sign , that is .	1
unfortunately the story and the actors are served with a hack script .	1
simply a re-hash of the other seven films .	1
to some eyes this will seem like a recycling of clichés , an assassin 's greatest hits .	1
it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this !	3
there are things to like about murder by numbers -- but , in the end , the disparate elements do n't gel .	2
a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .	4
a straight-ahead thriller that never rises above superficiality .	1
instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .	0
except it 's much , much better .	4
even though many of these guys are less than adorable -lrb- their lamentations are pretty much self-centered -rrb- , there 's something vital about the movie .	3
mandel holland 's direction is uninspired , and his scripting unsurprising , but the performances by phifer and black are ultimately winning .	2
however stale the material , lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .	2
each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .	1
` unfaithful ' cheats on itself and retreats to comfortable territory .	1
demeo is not without talent ; he just needs better material .	2
i 'm sorry to say that this should seal the deal - arnold is not , nor will he be , back .	1
a minor film with major pleasures from portuguese master manoel de oliviera ...	4
he 's the scariest guy you 'll see all summer .	3
... plays like a badly edited , 91-minute trailer -lrb- and -rrb- the director ca n't seem to get a coherent rhythm going .	0
there are just too many characters saying too many clever things and getting into too many pointless situations .	1
it 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .	1
if you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in anne geddes , john grisham , and thomas kincaid .	2
call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .	1
even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it 's documenting .	3
this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie .	3
last orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .	4
the faithful will enjoy this sometimes wry adaptation of v.s. naipaul 's novel , but newcomers may find themselves stifling a yawn or two during the first hour .	2
it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .	4
unfortunately , carvey 's rubber-face routine is no match for the insipid script he has crafted with harris goldberg .	1
devolves into the derivative , leaning on badly-rendered cgi effects .	1
muddled , melodramatic paranormal romance is an all-time low for kevin costner .	0
a muddy psychological thriller rife with miscalculations .	1
if there ai n't none , you have a problem .	2
even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .	3
boasting some of the most poorly staged and lit action in memory , impostor is as close as you can get to an imitation movie .	1
it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s .	3
does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .	1
this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .	0
nicole kidman makes it a party worth attending .	4
the ending does n't work ... but most of the movie works so well i 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .	2
a tasty slice of droll whimsy .	2
secretary is not a movie about fetishism .	2
to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement .	0
a classy , sprightly spin on film .	4
a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...	1
sure , i hated myself in the morning .	1
judd 's characters ought to pick up the durable best seller smart women , foolish choices for advice .	1
much of the movie 's charm lies in the utter cuteness of stuart and margolo .	3
the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .	4
in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	1
what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .	3
smith finds amusing juxtapositions that justify his exercise .	3
-lrb- swimfan -rrb- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .	0
nor is it a romantic comedy .	2
is truth stranger than fiction ?	2
donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences .	1
for single digits kidlets stuart little 2 is still a no brainer .	2
it 's funny , touching , dramatically forceful , and beautifully shot .	4
a fascinating , unnerving examination of the delusions of one unstable man .	3
here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .	1
rather , pity anyone who sees this mishmash .	0
been there , done that ... a thousand times already , and better .	1
there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .	3
the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .	1
despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off	2
unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .	4
trailer trash cinema so uncool the only thing missing is the `` gadzooks ! ''	1
simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy .	4
this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .	2
`` the best disney movie since the lion king ''	4
although what time offers tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .	4
what could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .	4
while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .	2
` men in black ii creates a new threat for the mib , but recycles the same premise .	2
a confident , richly acted , emotionally devastating piece of work and 2002 's first great film	4
an instance of an old dog not only learning but inventing a remarkable new trick .	3
there are times when you wish that the movie had worked a little harder to conceal its contrivances , but brown sugar turns out to be a sweet and enjoyable fantasy .	2
cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	0
fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .	4
though frida is easier to swallow than julie taymor 's preposterous titus , the eye candy here lacks considerable brio .	1
rife with the rueful , wry humor springing out of yiddish culture and language .	3
` blue crush ' swims away with the sleeper movie of the summer award .	3
as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .	1
a knowing sense of humor and a lot of warmth ignite son of the bride .	4
spectators will indeed sit open-mouthed before the screen , not screaming but yawning .	1
the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .	1
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .	3
stay away .	0
i found it slow , predictable and not very amusing .	0
there are moments of hilarity to be had .	3
who , exactly , is fighting whom here ?	1
the phone rings and a voice tells you you 've got seven days left to live .	2
smart and alert , thirteen conversations about one thing is a small gem .	3
fast-paced and wonderfully edited , the film is extremely thorough .	4
statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .	1
eyre is on his way to becoming the american indian spike lee .	3
it has that rare quality of being able to creep the living hell out of you ...	4
even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .	3
if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .	1
for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped .	1
a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence .	1
an unsophisticated sci-fi drama that takes itself all too seriously .	1
you have enough finely tuned acting to compensate for the movie 's failings .	2
a zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .	0
as happily glib and vicious as its characters .	2
no surprises .	1
... the movie feels stitched together from stock situations and characters from other movies .	1
this film biggest problem ?	1
the thing looks like a made-for-home-video quickie .	2
a flawed but engrossing thriller .	3
a terrific b movie -- in fact , the best in recent memory .	4
great performances , stylish cinematography and a gritty feel help make gangster no. 1 a worthwhile moviegoing experience .	4
if you can swallow its absurdities and crudities lagaan really is enormously good fun .	3
the production values are of the highest and the performances attractive without being memorable .	3
ultimately , sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .	1
a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .	0
skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .	3
ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .	4
it 's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .	4
it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .	3
a remarkably insightful look at the backstage angst of the stand-up comic .	4
there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme .	0
by turns numbingly dull-witted and disquietingly creepy .	1
the movie 's messages are quite admirable , but the story is just too clichéd and too often strains credulity .	1
for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .	3
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	3
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .	1
... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .	3
possibly the most irresponsible picture ever released by a major film studio .	1
-lrb- hayek -rrb- throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kahlo .	4
the sound of gunfire and cell phones ringing .	2
wonder of wonders -- a teen movie with a humanistic message .	3
brave and sweetly rendered love story .	3
a fake street drama that keeps telling you things instead of showing them .	1
the criticism never rises above easy , cynical potshots at morally bankrupt characters ...	1
together -lrb- time out and human resources -rrb- establish mr. cantet as france 's foremost cinematic poet of the workplace .	3
cool gadgets and creatures keep this fresh .	4
whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing , who is cletis tout ?	2
it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .	4
you wo n't look at religious fanatics -- or backyard sheds -- the same way again .	2
full of flatulence jokes and mild sexual references , kung pow !	1
the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .	0
but that they are doing it is thought-provoking .	3
my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .	0
a puzzle whose pieces do not fit .	1
the problems of the people in love in the time of money are hardly specific to their era .	2
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .	1
the film is impressive for the sights and sounds of the wondrous beats the world has to offer .	4
it 's a square , sentimental drama that satisfies , as comfort food often can .	3
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .	4
no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .	1
vibrantly colored and beautifully designed , metropolis is a feast for the eyes .	4
but they do n't fit well together and neither is well told .	1
on its own , it 's not very interesting .	1
the rock is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal .	3
bland but harmless .	1
um ... is n't that the basis for the entire plot ?	1
while kids will probably eat the whole thing up , most adults will be way ahead of the plot .	2
peppered with witty dialogue and inventive moments .	4
terrible .	0
... will always be remembered for the 9-11 terrorist attacks .	2
smart and taut .	4
despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .	3
indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions .	3
the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .	3
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .	0
like the rugrats movies , the wild thornberrys movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome .	3
adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '	3
if you do n't laugh , flee .	2
formula 51 has dulled your senses faster and deeper than any recreational drug on the market .	2
runs on the pure adrenalin of pacino 's performance .	4
a great script brought down by lousy direction .	1
handled correctly , wilde 's play is a masterpiece of elegant wit and artifice .	4
an immensely entertaining look at some of the unsung heroes of 20th century pop music .	4
a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .	4
ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002 .	1
like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing .	3
witty and often surprising , a dark little morality tale disguised as a romantic comedy .	4
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls .	3
bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .	3
parents beware ; this is downright movie penance .	1
like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .	3
perry 's good and his is an interesting character , but `` serving sara '' has n't much more to serve than silly fluff .	1
the verdict : two bodies and hardly a laugh between them .	1
certainly .	2
the film is a verbal duel between two gifted performers .	4
like leafing through an album of photos accompanied by the sketchiest of captions .	1
despite its old-hat set-up and predictable plot , empire still has enough moments to keep it entertaining .	3
the emperor 's club is one of those films that possesses all the good intentions in the world , but ...	2
there 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .	1
full of the kind of obnoxious chitchat that only self-aware neurotics engage in .	1
