sentence	label
talk about clueless	0
agreed	1
flimsy pretexts	0
bright	1
mdc sympathies	1
unwarranted	0
march on the presidential palace	0
israel is one of the us states	0
honoured	1
contradicts the efforts to calm down the situation	0
calls for	1
urged	1
however	0
have tended to side	1
a long road ahead of us	0
are prepared to accept	0
never stopped to consider	0
would honor	1
wants	0
abandonment	0
israel makes itself appear	0
support of	1
support	1
divorce	0
accused	0
support	1
utmost suffering	0
resented	0
product of `western biased	0
relished the role of cassandra to the philippine national police	0
the same unilateral policy	0
poor human rights conditions	0
shocked	0
suspected	0
like a boom town	1
arrogance toward everything arab	0
have courage	1
has also criticized	0
total benefit of that has been earned by the united states	0
spurious	0
prevent any hope	0
as is feared by the whole world	0
doubts	0
his mdc lot	0
importance	1
smell of danger	0
well recognized	1
pentagon damage control	0
vindicated for himself	1
not at all	0
criticism	0
desperate last - minute act	0
somewhat insane	0
unfair	0
raving	0
very great	1
picked a quarrel	0
high time	0
from pulling out of	0
willing to starve their people	0
messages of encouragement	1
support	1
gunned down	0
to make this government fail	0
expressed concern	0
use the situation to gain the upper hand	0
exists within millions of palestinians	1
depriving them of the basic human rights , in contravention of its own constitution	0
are carrying signs appealing	1
questioned	0
reject	0
concerns	0
charges	0
want	1
independent	1
grudgingly	0
violates the principle	0
expand peace and security	1
society ruled by law	1
called on	1
love	1
most frantic lobbying	1
free and proud	1
destroys	0
further damage	0
a nation that ``continues to flaunt its hostility toward america and to support terror	0
fears	0
no country	0
dangerous individuals	0
has no legitimacy	0
emphatically condemned in the strongest terms	0
inhumane	0
not a legitimate government	0
is undoubtedly justified	1
independent	1
steel cages	0
not in its favor	0
went against	0
one of the goals	1
security revenge	0
risked the full weight of the law	0
bad treatment	0
israel is a spoiled brat of the united states	0
concerns	0
advice	1
disapprove	0
force us	0
in such a manner	0
universal values	1
blessed	1
positive	1
justifiably	1
opinion	1
volatile	0
epoch - making	1
deep unpopularity	0
look like a chicken farm run by a sadist	0
signaling a toughening policy	0
craving for blood	0
would be a reluctant financial firefighter	0
urged	1
extraordinary burden	0
way below	0
meaningless	0
calls on	1
appealed for	1
despite	0
have been built specifically to terrorize the population	0
manipulation	0
endorsed	1
arrest thousands of innocent people	0
has rejected	0
reined in	0
could not be clearer	1
wanting to return	1
unlimited capabilities	0
meaningless	0
advantages	1
could have hoped for	1
for once	0
to guarantee	1
not to deal with	0
sanctions message	0
wanted to rope in	1
axis'' suggested an alliance that does n't exist	0
take justice to pre - historic times	0
supporters	1
promoted strongly	1
venting its personal grudge	0
imperialist forces	0
the request of	1
provoke an aggressive war	0
mutiny	0
psychology of maintaining us supremacy	0
above suspicion	1
successfully rallied	1
completely from palestinian areas	1
most dangerous enemy	0
we're going to find a way around it	1
urge	1
fails	0
massacre	0
twisted and distorted	0
immediate withdrawal	1
dings	0
responsible for the country's problems	0
compare	0
against the spirit	0
growing concerns	0
refusal	0
sustainable development and environmental protection	1
calling for	1
will acknowledge	1
useful	1
so - called war against terrorism	0
sacrificing	0
appear to make it easier to rig the vote	0
charge	0
makes the republic of china vanish	0
guaranteeing peace , security , and stability for all nations	1
branded	0
had disagreed	0
great	1
learnt a lesson	1
would n't it be better	1
understand	0
``red light'' has been issued	0
is afraid of	0
were worried	0
peaceful settlement	1
seeks	1
fears	0
concern	0
not only above	0
axis of evil theory	0
support	1
upped the intensity	0
favored	1
kill	0
recognition	1
warnings	0
serious mistakes	0
integral	1
wanted to ignore	1
get away with bad policymaking	0
threats	0
lived up to its promises	1
american background	0
thwarted	0
will not have the same fate as	0
openly embarked on the path of maneuvering for overseas aggression	0
irresponsible	0
desire	1
it will just be dragged along	0
perpetrates spiteful conduct of all kinds worldwide	0
would not support	0
that would have integrity	1
urged	1
difficult	0
suspected	0
fear	0
crush	0
normalisation with the zionist enemy is a crime against the country , nation and humanity	0
freaky	0
are only	0
there's plenty of food to play with	0
it is not possible to rule out the risk of a breakdown	0
part of an axis of evil any country which does not follow the its policies	0
throttling	0
had also been criticised	0
axis of evil	0
rather flimsy	0
quite freely	1
were highly critical	0
did not recognise	0
want	1
niche of affection and solidarity	1
aimed	1
celebration ,	0
assassinate	0
is obsolete	0
a free hand regarding chechnia	1
will lead to the increase	0
interference	0
calls	0
despite	0
do n't think	0
has lashed out	0
assumes the right to interfere	0
as a guarantee of stability	1
new beginning	1
would be badly militarized when	0
remove their last trousers	0
provocative	0
does not wish	0
corruption	0
urged	1
accused	0
devastating	0
can not accept	0
take what you can while you can	0
more sympathetic	0
shabby conduct	0
do not recognise	0
economic colonialism	0
well on his way	0
approves	1
the support	1
has been sounding the alarm	0
to subjugate it	0
will respect	1
decision to reject	0
will be unable to attain the most basic	0
axis of evil	0
venezuela's friends	1
put an end to sensitivities , hatred , and injustice	1
criticizes	0
aggressors	0
peacefully	1
has absolute confidence	1
a national security threat	0
desperate	0
supported	1
agreed	1
but the alternatives are worse	0
proudly announced	1
thugs	0
making themselves felt far from the battlefield	0
fraud	0
to attack palestinian ambulances and kill medical teams	0
restraint	1
the distress	0
disdain and wrath	0
signalling our support for	1
the extent to which this guy's legal rights are being subjugated to the australian government's shuttle diplomacy with the us	0
in the hope	1
overcome	1
considered	1
the us imperialist war maniacs' conspiracy	0
attacked	0
to despair	0
boasts	1
desperate	0
neo - colonial	0
severely	0
accusing	0
such was the very sin	0
enraging	0
pursued	1
hardline	0
have called for	1
relatively prosperous and free	1
greek dagger that is thrust into the heart of anatolia	0
calls for	1
staying	0
reckless military oppressive attempt	0
raved	0
horror	0
warning lights are flashing	0
the nature of	0
human shields	0
draw vindictive reactions	0
let us hope	1
it's a challenge	0
proper	1
i'd hate to see who got second place	0
undemocratic	0
became hopeful	1
responsible for	0
acts of insubordination	0
intimidation	0
discourage	0
criticized	0
infuriated	0
a world already complicated	0
confess	0
disappointment	0
threatened	0
no confidence	0
free and fair	1
asked	1
breathed a collective sigh of relief	1
is a gross mistake	0
pariah and evil nations	0
flawed	0
do n't want	0
angry	0
campaign against	0
major fear	0
would damage	0
one image too many	0
has accused	0
murmurs about revolt	0
do n't want	0
can not prevent	1
were still concerned	0
the impression	0
sought	1
wanting to exercise world dictatorship	0
such baseless accusations	0
voices critical	0
insufficient mortgage loans	0
denounced	0
hegemonic	0
was an act of war	0
that will result in the creation of more jobs	1
am hopeful	1
efforts to achieve a just peace	1
koizumi say 'no' to bush : stick to kyoto protocol	0
objections	0
to be okayed	1
ballooned far beyond	0
as servants to white interests and western powers	0
nations that are so dictatorial	0
dismisses	0
solidarity	1
determination	1
violations or shortcomings	0
grave violations	0
will be entirely happy	0
most important heritage	1
muslim fanatics	0
supports	1
charged	0
preference	1
dismissed	0
frustrate as many voters as you can	0
rallied for peace	1
at last	1
into a corner	0
my fist carries a force	1
instigating	0
until ex - president carlos menem changed course	1
welcomed	1
enormous implications	0
little support	0
is to permit decay	0
emphasized	1
the protest	0
pride	1
expose all venezuelans to national and international ridicule	0
roundly criticised	0
like crap	0
bragged	1
the nation most likely to suffer the impact	0
massacre	0
impatience	0
have cast doubt	0
deepening	1
will	1
a certain cold - blooded dictator	0
on behalf of my country	1
millions of people will have to leave their homes	0
refusing to identify	0
demand	1
condemnation	0
unbelievable provocation	0
he was going to demand	0
not	0
is concern	0
ripple effect	0
sincerity	1
weak	0
explosive move	0
good excuse	0
raising the objection	0
although	0
do n't want	0
was a crusader	1
its intention	1
would amount to a flagrant violation	0
has perfectly accomplished	1
affirmed	0
fully within the legitimate order	1
humanely	1
avoid	0
exemplary	1
an excuse	0
aim	1
has issued an assassination order	0
congratulated	1
equally worryingly	0
suspected	0
horrible	0
strugglers	1
resolve all issues peacefully	1
accusing	0
free and fair	1
raised the pitch	0
we ca n't allow	0
expressed his condolences	0
concerning their life or death	0
would be nothing without the chic and prestige conferred by elite u . s . universities	0
moments of terror	0
putting entire sectors of the economy out of commission	0
feared	0
dislike	0
support	1
too many restrictions	0
will hopefully	1
enormous injustice	0
assurances	1
immediately lapsed into hysterics	0
must warn	0
rediscovered	1
it can silence	0
harassment	0
firm and decisive	1
acknowledging	0
wants	1
flawed	0
policy	1
agitated	0
a great gift	1
gone farther and farther	0
is not appropriate	0
was not ready to tolerate	0
really useful	1
punishment	0
think	0
criticised	0
would surely be higher still	0
inability to judge	0
ignored	0
not satisfied the fundamental requirements	0
increasing attacks	0
more clearly	1
called for	1
bothers	0
are n't even aware of what they are doing	0
would win	1
unequivocally denied	0
nothing new	0
back to square one	0
urged	1
seek peace	1
criticized	0
would only incite	0
great	1
invited	1
contributed greatly to the success	1
have grave doubts	0
any adventure	0
in a way that can not be taken seriously	0
accused	0
stands on the side of justice	1
back on track	1
blamed	0
soon erode	0
calls on	1
so - called	0
dirty money	0
could be sympathisers	0
such a disadvantageous situation	0
prevents	0
feel	1
could become worse	0
shoot the man out of office	0
healthy	1
defends a different posture	1
hence one can see that it is not to be surprised	0
integral part of the successful formula	1
outright isolation	0
have issued advisories	0
the base of evil	0
great fanfare	0
chavez a friend and his closest political ally	1
was neither free nor fair	0
living in isolation	0
would press ahead	1
claims	0
pave the way for social rebellion	0
at turns passive and inflexible	0
overlooked	0
looking radiant	1
somewhat softens its tone	1
democratic	1
charges	0
wants	1
wants	1
something so petty	0
wants to disguise	1
promote instability	0
would become its strategic partner	1
threat to france's ethic and religious minorities	0
will consult with no one	0
provoke	0
were delighted	1
being deterred	0
tamed inflation	1
will be an increasing number	0
supported	1
high level of politically motivated violence	0
to protest	0
recognized	0
sharp divisions	0
would not be out of necessity	0
greater elaboration	1
important	1
long and painful	0
plans	1
think	0
hold the course of democracy dear	1
with their own agenda against	0
more restrained and responsible	1
stolen	0
worry	0
the uproar	0
split the motherland	0
would be targeted one by one	0
unhappy	0
was successful	1
rows	0
their auxiliaries from the northern alliance	0
proposals	1
axis of evil	0
barely scraped through	0
shift loosely between the u . s . polity and people	0
may annoy	0
wracked by intense violence and intimidation	0
betrayed the hopes of his people	0
a great hope for prosperity	1
several occasions	0
do - it - our - way	0
does not have the slightest doubt	1
would not allow	0
abrupt escalation	0
manner that is reasonably consistent	1
warning	0
will once again feel	0
was seen	0
serious , calm and forward - looking	1
no freedom of expression	0
severely endangered	0
most promising	1
was turned down	0
caustically criticized	0
accused	0
refuses	0
concerned	0
were showing their support	1
promotion	1
would not be traded away	1
the biggest concern	0
attempts to use the anti - terror war to play with political party politics	0
try to threaten national dignity to the end	0
threatening long - held human rights principles	0
rejecting	0
deserves condemnation	0
now that really would be cruel	0
return to the protectionism	0
anything went	0
wave of social tension	0
aggression and terrorism	0
legitimate	1
precipitating the current crisis	0
it's a step in the right direction	1
thousands	0
respect for	1
the main problem	0
supporter	1
in a flurry	0
to protect their own interests	0
shadows of suspicion	0
respecting	1
positive responses from	1
would not support	0
reflect negatively	0
opposes	0
rejected	0
continues to move ahead from the existing basis	1
undivided support	1
access of evil	0
just as soon avoid	0
use the excuse of	0
friendly	1
ran against	0
he would receive a hostile reception	0
archetypal sales of lethal weapons	0
watertight	1
is making a mistake	0
have protested	0
have made it possible	1
honoring	1
have also moved to contest	0
considerable doubt	0
frightening	0
concern	0
as small ( yet acceptable ) as possible	1
criticized	0
hours away	0
do n't want	0
communal flames	0
have given proof of illegality and political persecution	0
to think	0
long called for	1
stolen the election	0
such concerns	0
desperation of	0
appeals	1
a valentine to the coal and oil industry	0
in fact his government is illegitimate	0
cost - effective	1
those who would destroy it	0
may better	1
hope	1
moderate behavior	1
was not on their side	0
blasts	0
nearly invisible	0
safeguard peace and security	1
axis of evil remark	0
combative talk	0
has vowed	1
in the hands of the forces of money	0
had always denied	0
protest	0
more civilized	1
stirring up the emotive land issue merely to garner support	0
underestimates	0
has not failed	1
prejudices	0
break the spirit of	0
likened	0
promised	1
could approve	0
dosed up	0
to destroy	0
maintains	0
many years of decay	0
viewed	0
is still bleak	0
attacks	0
suffering from	0
is determined	1
might have gone off his rocker once	0
axis of evil theory	0
abating	1
supported and welcomed	1
tone down	1
sit in judgment	0
it is certainly playing games	0
evil empire	0
congratulate	1
a view	1
accuses	0
exercising leadership	1
was martyred	0
do n't support	0
voices can not be heard by anyone	0
it is impossible to expect	0
taken palestine hostage	0
rejected	0
unwarranted	0
suddenly going to become reasonable	0
denounced	0
has discretely assured	1
attack	0
has been weighing heavily on the minds	0
warned	0
fresh - meat	0
denied	0
failed to meet international standards	0
an end to the conflict	1
getting on the nerves	0
without too many difficulties	1
have the illusion	1
his aggression	0
anti - soviet hysteria	0
viable	1
not voluntarily	0
excellent opportunity	1
deteriorating with each passing day	0
alleged	0
to deny	0
a real problem	0
kneel in submission	0
do n't accept	0
wrongful and illegitimate	0
grateful	1
relatively mild	1
would not stand idly by	0
reality that is much worse than war	0
extremist gang	0
does not set a healthy precedent	0
struggle started to annihilate turks in cyprus	0
kamikaze killers	0
are less alarming	0
frighten	0
likely just an aggravating factor	0
raise questions	0
arrogant unilateralism	0
also realistic	1
championing	1
were disenfranchised	0
was not transparent	0
nor will mr . stoiber have any illusions	1
wants	0
it could be better	0
is urging	1
will find it difficult to attain	0
prisoners are getting coddled	0
has adopted	1
could possibly want	1
are with us	1
cause of justice of our people	1
increase in the people's anger	0
defiance	0
are willing to die	0
openly hostile position	0
not immediately denouncing	0
disregard	0
is not up to	0
was tougher	0
warned	0
venting their anger	0
desperate palestinians	0
a bitter pill to swallow	0
not sure	0
quite a leap forward	1
is determined	1
care	1
was hailed by	1
intense interrogation	0
praised	1
has been accused	0
preferred	1
condemned	0
not going to remain silent	0
widespread disbelief	0
more serious and direct challenge	0
particularly affected would be	0
hurry up and wait .	0
an attempt to satisfy a primitive thirst for revenge	0
enthusiast	0
inexcusable mistake	0
recognize	1
settlement battle	0
west's failure	0
seeks to hide	0
what a brazen - faced deception of reality	0
adopt	1
condemned and counter - attacked	0
will be regarded by	0
criticizing not	0
uncontrollable social situation	0
even more serious	0
illegitimate	0
no support for	0
package of recommendations	1
successful	1
has always sought	1
asking for	1
was angered	0
stolen	0
peace be upon him	1
the desperate fight	0
suspicions	0
commitment	1
more leisurely	1
meddling	0
do n't go with a preconceived idea	0
axis of evil	0
before it disappears	0
heavy - handed	0
far better	0
are not to be treated like those jailed by the u . s .	0
the hope	1
peaceful way forward	1
concerns	0
now broke	0
also failed	0
was confident	1
evaporated quickly	0
charged	0
would do anything to avoid	0
calls for	1
frightening	0
complain	1
it will not be free and fair	0
do not possess the necessary expertise	0
ongoing afghan crisis	0
is reasonable , humane , legal , proper , and compatible	1
menace	0
leading a racist campaign	0
seems	0
although , of course , these super - rigid activities are to a great extent warranted	0
harms	0
seek	1
will benefit	1
waging a ruthless war	0
support of	1
will not give up terror	0
step in the right direction	1
particularly disturbed	0
protests	0
criticized	0
classic techniques	0
dictatorial regime	0
wrote a critical comment	0
break' the spirit of	0
expressed concern	0
humanitarian spirit	1
finally rewarded	0
made pronouncements against	0
find ourselves unable to endorse	0
calling for	1
the power of	1
had alienated	0
preferable	1
can not make more concessions	0
could have just as easily sustained by rereading his own copy	0
without room for rigging	1
brutal and oppressive rule	0
a donkey being controlled by the british	0
stir up troubles	0
civilized	1
supported	1
show no sign	0
we have dealt a stunning blow to imperialism	1
congratulated	1
wold rather	1
have been justified	1
went the length of staging the farce	0
was embarrassed	0
no doubt	0
better suited	1
aggressive	0
are confident	1
policy of provocation	0
defiant	0
would only complicate things	0
hardly anyone	0
expected	0
compromising the image of the war against terrorism	0
catastrophe	0
are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted	0
axis of evil	0
huge casualties and property losses	0
as a human being	1
would still never be justifiable	0
refuses to recognise	0
has been committed	1
accused	0
difficulties	0
do not want to yield	0
accusations	0
did not sound the alarm in time	0
menace	0
because	0
provokes	0
sharp international rebuke	0
legitimate	1
believes	1
have watched with chagrin	0
hard - line	0
of lying	0
launch campaigns against	0
wisely	1
unprecedented	0
would cooperate	1
rejected	0
not welcome	0
argentina deserved bailing out	1
injustice	0
support	1
hardly ring true	0
criticisms mainly focus	0
wants	1
well	1
not what it is all about	0
increasingly isolated on the international stage	0
warned	0
accused	0
remove suspicion	0
the sound of explosions from 7 - ton bombs	0
debatable	0
says it should have a free hand to storm the palestinian areas ; . assassinate or arrest palestinian citizens ; . demolish homes , headquarters , and establishments ; . uproot thousands of trees ; . and besiege cities and villages as it likes	0
the problem was disposed of in two hours	0
not only harming	0
is showing signs of disquiet	0
to teach everyone , the british first	0
problem	0
extremist	0
adopt an aggressive policy	0
foundered	0
a traitor	0
would want	0
has also expressed concern	0
this country can not be brought to prosperity	0
was too tainted for elections to be free and fair	0
reject	0
forbids	0
pick up some tube time	0
be difficult	0
success	1
gave poor grades	0
barefoot , wearing sandals and in the snow	0
had become the closest allies	1
more suffering	0
some sharp criticism	0
only solidarity and generosity	1
independent	1
without having any knowledge of the realities	0
concluded in its scathing 70 , 000 - word report	0
lost their lives	0
its backing	1
promises	1
would not be harmed	1
improving	1
are agitating	0
feel	0
invitation	1
work hard and with honesty	1
the inevitable	0
will be welcomed	1
the illusion	0
the civilized world	1
dismissed	0
is happy to see	1
revolted	0
substantial challenge	0
humane	1
goals	1
we were soft	0
only becoming worse	0
complaining	0
only in retaining power at any cost	0
current understanding	0
legitimacy	1
warned	0
can feel sorry for	0
embrace of the past	1
sought	1
israel's atrocities	0
can never be right to indulge this disease	0
respect	1
remaining problems	0
deny	0
problem	0
has all along maintained a close relationship	1
only create mistrust	0
their glorious struggle for these rights	1
was naive	0
foregone conclusion	0
systematic campaign of violence	0
favourable comment	1
not the minister's confrontational style	0
despondent	0
declaration of support	1
therefore	1
openly threatened	0
exercising dictatorial powers	0
cooperate	1
a more serious dip	0
continue to adopt	0
imperialists and reactionaries	0
sent congress a message calling for	1
dominant	1
fears	0
is optimistic	1
warned	0
is now intolerable for the dignity	0
a blatant case of discrimination in rights	0
scrupulously avoided	0
described as	0
charging	0
wants to push ahead	1
the invitation	1
destroying the established - - eu - supported - - infrastructure	0
to support	1
hold on power	0
get a life	0
such a concept gets us nowhere	0
wwanted	1
club gitmo	0
supported	1
axis of evil	0
grim years	0
toasted	1
so great as to remove any sense of common ground	0
intended to be a warning	0
failed coup	0
is not fast enough	0
play into the hands	0
will urge	1
a gross mistake	0
confidence and high esteem	1
unjustified escalation	0
cold monster	0
hopes of prosecuting	1
dramatic	0
were , and still are , hoping	1
against	0
support	1
criticizing	0
strongly called on	1
prefer	1
regretted	0
chronic complainers	0
hurdles in the realization of their vested interests	0
supports	1
harsh criticism	0
opportunistic attacks on civil liberties around the world	0
has painted	0
expected to protect	1
supporting	1
intense dissatisfaction and frustration	0
axis of evil	0
smoothly and flawlessly	1
note with deep concern	0
slowly growing weaker	0
suggested	1
the actual death blow	0
to do away with	0
questionable	0
could not be	0
arresting innocent citizens	0
are very critical	0
budget was a disaster	0
government - orchestrated	0
gone awry	0
is concerned	0
want to sweep aside all competitors from other countries	0
assassinations	0
the efficiency of bulgarian dmv workers	0
would go a long way towards inspiring	1
repeatedly vowed	0
in turn	0
excessive	0
tension between	0
axis of evil	0
legitimate	1
firebrand	0
ever - improving	1
dictate	0
war against islam	0
unconstitutional	0
doing their utmost	1
goes against the facts	0
with a vengeance	1
calm and a just peace	1
simply	0
unjust and discriminatory policies	0
was a turning point	1
ruinous mistake	0
stretched to the limit	0
wanted	1
free and fair	1
cheated	0
good intentions	1
wanted	1
rejects	0
hailed	1
apparent lack of a strategy	0
are bracing	0
reeked of blood	0
alarming	0
assailed	0
great contributions	1
the concerns	0
has threatened	0
tyrannical tactics are at an end	1
ridicule	0
dialogue among civilizations	1
mutinous	0
criticised	0
the approval by	1
more eminent , neutral	1
do n't believe	0
refuses to recognize	0
moral mistake	0
not easy	0
its self - seeking manipulation	0
it is mr . stoiber	1
good things	1
intimidation and violence	0
hype	0
the lack of	0
fundamentally flawed	0
urge	1
topple	0
the jewel of the us constitution	1
persistent	0
protestations	0
not knowing the meaning	0
accused	0
relative success	1
friend	1
can feel free	1
not prepared	0
of chained and humiliated	0
became an enthusiastic member	1
my stomach was in a real knot	0
accomplice in the destruction	0
over - financed	0
welcomes	1
somewhat less sharp	1
transmit	0
have further denied our democratic space	0
three or four separate references to the same incidents	0
proposed	1
is a thorn in the eye and flesh which must be removed	0
the fabric of compassion tore	0
government of death	0
unable to show a modicum of internal political discipline	0
thanks to	1
denouncing	0
will be respected	1
whether the global ban on torture can be abused on that account is another matter	0
nostalgia	1
malicious	0
thoroughly disgraceful and unacceptable	0
ever	0
will intensify	0
referred to	0
well , heaven without the 72 virgins	0
lashed out	0
unjust	0
have not formed a sufficiently strong alliance	0
successful	1
bore the responsibility for the confused events	0
an even worse situation	0
attacks	0
appeals	1
rigged	0
soured relations between	0
troublemaker	0
force	0
preference	1
supports	1
notwithstanding the labyrinth of constitutional provisions loaded against a free and fair election	0
overlooking	0
will be with	1
our renegade province	0
promote	1
likewise thwarted	0
declare their opposition	0
a little uneasy	0
free to practice any religion	1
high	1
pride	1
rigging the election	0
changing its stand	0
was very satisfied	1
support	1
provocation	0
a disagreement	0
if we fail	0
will not succeed	0
bodes well	1
double standards	0
camp x - ray	0
does not want	0
futile	0
even	1
adopted the most pro - taiwan posture	1
almost certain	0
confused	0
dishonored the uniform	0
collapsed	1
welcomed	1
we also owe those in uniform the resources they need to maintain a very high state of readiness	1
de - escalation	1
particularly designated	0
against all hope	0
labeling	0
plunged the palestinians and israelis into an endless cycle of violence	0
still	0
they are so wrong and far from this reality	0
criticism swelled	0
pronouncement in favor	1
any sort of logical	0
concerned	0
dedicate themselves to lamenting	0
appease	1
is considered	0
even more intolerable	0
agreed	1
definitely the third side will go to no one but britain	0
charges	0
advises	1
the more	0
is craving	0
charged	0
admiration	1
helpful	1
incursions and atrocities of oppression israel is perpetrating	0
offer private recommendations	1
criticism	0
despite this	1
axis of evil	0
easier	1
were critical of	0
no recognition of	0
giving a green light	1
has long accused	0
so appalling	0
are going to fight , my friend	0
humane , legal , and proper .	1
adequate	1
despite	0
concern	0
can be a lot of fun	1
this is our major concern	0
it is wrong	0
reminded	0
is optimistic	1
support	1
no one would want his dog to be treated like that	0
blame	0
so - called	0
have called for	1
eagerly	0
criticized	0
utmost	1
warned	0
called on	1
no quick fix	0
came forward justifying	1
well - respected	1
criticism	0
concrete	1
what could be worse	0
bold	0
collapse from within	0
the refusal	0
rapidly absorbing	0
encouraged	1
lecturing	0
running my ass off chasing you guys around	0
protection	1
damned proud	1
enemies of mankind	0
are concerned	0
were considered as nonexistent by many countries	0
it will ring with hypocrisy	0
defends	1
as a struggle against a particularly ruthless set of criminals	0
applauded	1
stinginess	0
refuses	0
friendly	1
slander	0
until all those above us stop stealing , argentina has no way out	0
making remarks unfavorable	0
tinkering	0
felt	0
regards	0
brutal	0
have accused	0
have been heavily critical	0
other nations may try to do the same in less dire times	0
failure would be a foregone conclusion	0
violent food riots and protests	0
to maintain calm , to keep faith , to continue working on the road toward democracy , freedom and peace	1
open defiance	0
judging from	0
were considered	0
not favored	0
extremely incompetent	0
it is due to this hegemony	0
invitation	1
opinion	0
hampering	0
extensively welcomed	1
put all the blame	0
declined	0
leaves plenty to be desired	0
have complete confidence	1
revokes	0
more realistic attitude	1
this enormous difference is not enough	0
real	0
fight peacefully for their own freedom	1
flaunting it	0
better - than - expected response	1
ensure the stability	1
likely to grow	0
would be forced	0
condemned	0
please	1
supported	1
his band of thugs that have brutalized the people of zimbabwe	0
claims	1
consequences	0
the blind and murderous rage of a defeated colonial power	0
better than anybody could have hoped for	1
deleted	0
the reactions	0
might already be implementing	0
hard - core	0
merely	0
guarantee	1
it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure	0
so conservative that it makes pat buchanan look vegetarian	0
to accept	1
wise campaign strategy	1
never	0
have hinted	0
seriously threatened	0
wished	1
will not	0
victory	1
is either angling to end the embargo or inching ever closer to dementia	0
not active enough	0
goes against the tide	0
protest	0
opposed	0
the peace treaty was in favour of the zionist enemy	0
insults	0
could destroy entire planets	0
the worst human rights violator in the world	0
agreed	1
seeking its own profit	0
without	0
useful message	1
greatly improved	1
advocates	1
did not agree	0
support	1
no alternative	0
willing	0
an unpredictable , anarchical situation	0
advocates of human rights	1
has reaffirmed its commitment	1
flexibility	1
confers a comforting sense of personal and national vindication , when no other prop can be found	0
undermine	0
may not be a correct basis	0
thanked	1
regime that they deserve	1
breeding ground	0
outrage	0
the refusal	0
inevitably	0
opportunistic	0
affected by the lackluster economy	0
eroding	0
intentions	1
shameful electoral sham	0
readiness to establish a just peace	1
inhumane	0
expressed concern	0
desperation	0
he throws law , order and legitimacy to the wind	0
realise	0
hope	1
axis of evil	0
urging	1
flawed	0
celebrated	1
wish to raise	1
threatening	0
those who bet on the dollar will lose	0
still relevant players on the world stage	1
huge excitement	1
can never be just one guilty party	0
fleeing from injustice and totalitarianism	0
current priority	1
terrorist	0
unlawful combatants , not pows	0
lashed out	0
reclusive `stalinist' state	0
hampering	0
violate	0
could not be hollowed out	0
warn of	0
a number of useful applications	1
condemnation	0
seek	1
accusing	0
apparent contradiction	0
might raise the hackles	0
worst unrest	0
in particular	0
dangerous terrorists	0
botched coup	0
the criticisms	0
have pleased	1
has promised	1
extremely well prepared	1
would be crushed one by one	0
nervous	0
pressure	1
has called for	1
no power	0
kid glove	0
it is inevitable for injustice to meet denunciation and rejection	0
not enough	0
could be to steer soaring space - station costs back toward earth	1
row	0
however	0
labeling	0
raise questions	0
spurred on	1
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	0
strengthening our economy	1
believe	1
ominous phenomenon	0
threatened	0
simply do not understand	0
israeli government does its utmost to hamper the peace process	0
undermine	0
are unanimously demanding	1
hopes	1
has rejected	0
sitting on the sidelines	0
irritate	0
cornered	1
subtlest and most profound	1
sound the alarm	0
criticism	0
supports	1
unpreparedness	0
lying on a stove	0
violence	0
favouring independence	1
daylight robbery	0
unwilling	0
regarded as a moderate person , compared to	0
of more misery	0
fell in line with	1
hostility	0
permission being denied	0
raised further questions	0
looked to	1
advocate	1
always likes to dwell on	0
the dictates	0
were in the right	1
readiness to facilitate	1
have great confidence	1
axis of evil	0
they face the risk	0
to understand	1
tough guys	0
difficult	0
touched such heights	0
affront against law and democracy	0
the same and worse	0
support of	1
will make it look as if they're being brutalized	0
limits of tolerance	0
to make some bold decisions	1
not	0
terrorist thugs	0
have partially endorsed	1
not only earned a bad name	0
flopped completely	0
willingness to help	1
calling on	1
is deeply concerned	0
many absurdities , exaggerations and fabrications	0
fierce opposition	0
discrediting	0
accused	0
has been roundly condemned	0
brutalised	0
and worse than anything , it is an insult to the iranian nation	0
rejected	0
short - term pains will eventually pass	1
concerns	0
steal this election	0
in favor	1
do n't want	0
responsible	0
parliamentarian	0
inhumane	0
threatens	0
wooed	0
good shape	1
linked	0
called for	1
aspire	1
poured all kinds of abusive words	0
lack of transparency	0
what raises even more questions	0
so scared	0
absolutely impossible	0
gave the guerrillas the right	0
want	1
the willingness of most western governments to tolerate abuses	0
ugly	0
will contaminate	0
widespread condemnation and objection	0
fair	1
subjected to repressive israeli measures	0
like wild beasts	0
angrily rejected	0
he admitted he had been wrong	0
has threatened	0
was tired	0
violations	0
pursuit of its global agenda	1
protect the environment	1
beginning of a real era of peace	1
lumping	0
knock	0
do not accept	0
charged	0
supported	1
satisfied in any way	0
free hand	1
territorial ambition	0
rendered worthless	0
arm - twist	0
god is their only hope	1
interests	1
quality of knowingness	0
a nonsense term	0
without room for rigging	1
is worrying	0
have also criticized	0
changed the warning	0
clearly welcomes	1
axis of evil	0
expulsion	0
sat on the fence for months	0
an interruption of the constitutional order	0
enthusiastic	1
delighted	1
approval	1
believe	1
policy	0
failure	0
countless letters , statements , and comments protesting	0
revanchism	0
would be solved through peaceful means	1
failed to defend	0
importance of	1
no provocation	1
clearly did n't work	0
agreed	1
not only	1
