sentence	label
there are some movies that hit you from the first scene and you know it 's going to be a trip .	1
like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover .	0
after sitting through this sloppy , made-for-movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .	0
when all is said and done , she loves them to pieces -- and so , i trust , will you .	1
not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .	0
a lovely film for the holiday season .	1
sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony .	0
the rare movie that 's as crisp and to the point as the novel on which it 's based .	1
sweet home alabama is n't going to win any academy awards , but this date-night diversion will definitely win some hearts .	1
an awful snooze .	0
like the best of godard 's movies ... it is visually ravishing , penetrating , impenetrable .	1
an empty shell of an epic rather than the real deal .	0
while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket .	0
as in aimless , arduous , and arbitrary .	0
borrows a bit from the classics `` wait until dark '' and `` extremities '' ... but in terms of its style , the movie is in a class by itself .	1
but it 's surprisingly harmless .	1
with an unusual protagonist -lrb- a kilt-wearing jackson -rrb- and subject matter , the improbable `` formula 51 '' is somewhat entertaining , but it could have been much stronger .	1
samuel l. jackson is one of the best actors there is .	1
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .	1
a chiller resolutely without chills .	0
my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .	1
this is a stunning film , a one-of-a-kind tour de force .	1
the emotional overload of female angst irreparably drags the film down .	0
the world needs more filmmakers with passionate enthusiasms like martin scorsese .	1
one of these days hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .	0
it finds no way to entertain or inspire its viewers .	0
a funny , triumphant , and moving documentary .	1
the author 's devotees will probably find it fascinating ; others may find it baffling .	0
children , christian or otherwise , deserve to hear the full story of jonah 's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it .	1
another entertaining romp from robert rodriguez .	1
full frontal had no effect and elicited no sympathies for any of the characters .	0
a film with almost as many delights for adults as there are for children and dog lovers .	1
otherwise , this could be a passable date film .	0
the movie 's messages are quite admirable , but the story is just too clichéd and too often strains credulity .	0
no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable .	0
ramsay and morton fill this character study with poetic force and buoyant feeling .	1
by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop .	1
it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .	1
the fourth `` pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance .	1
while the film is not entirely successful , it still manages to string together enough charming moments to work .	1
vividly conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .	1
alternates between deadpan comedy and heartbreaking loneliness and is n't afraid to provoke introspection in both its characters and its audience .	1
it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .	0
woody , what happened ?	0
a so-so , made-for-tv something posing as a real movie .	0
humor in i spy is so anemic .	0
it 's been done before but never so vividly or with so much passion .	1
it dabbles all around , never gaining much momentum .	0
such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .	0
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .	1
with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .	1
every joke is repeated at least four times .	0
you can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .	0
elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .	0
good-looking but relentlessly lowbrow outing plays like clueless does south fork .	0
strictly a ` guy 's film ' in the worst sense of the expression .	0
jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .	1
feels shrill , simple and soapy .	0
promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .	1
ah , yes , that would be me : fighting off the urge to doze .	0
nothing happens , and it happens to flat characters .	0
though impostor deviously adopts the guise of a modern motion picture , it too is a bomb .	0
a timely look back at civil disobedience , anti-war movements and the power of strong voices .	1
like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .	1
the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .	1
... most viewers will wish there had been more of the `` queen '' and less of the `` damned . ''	0
the code talkers deserved better than a hollow tribute .	0
with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .	1
a lightweight , uneven action comedy that freely mingles french , japanese and hollywood cultures .	0
almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears . '	1
i suspect that there are more interesting ways of dealing with the subject .	0
high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .	1
the sentimental script has problems , but the actors pick up the slack .	1
full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life .	0
one of those films that started with a great premise and then just fell apart .	0
no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .	0
a potentially good comic premise and excellent cast are terribly wasted .	0
the french director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .	0
these guys seem great to knock back a beer with but they 're simply not funny performers .	0
abysmally pathetic	0
a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .	1
plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .	0
lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .	0
cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement .	1
to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .	1
you 're not merely watching history , you 're engulfed by it .	1
if there was ever a movie where the upbeat ending feels like a copout , this is the one .	0
like the hanks character , he 's a slow study : the action is stilted and the tabloid energy embalmed .	0
true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` the country bears ' should never have been brought out of hibernation .	0
terrific casting and solid execution give all three stories life .	1
this movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep .	1
all in all , brown sugar is a satisfying well-made romantic comedy that 's both charming and well acted .	1
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up .	0
mr. koshashvili is a director to watch .	1
whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .	0
solondz is so intent on hammering home his message that he forgets to make it entertaining .	0
a sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .	1
a beautifully shot but dull and ankle-deep ` epic . '	0
it 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .	0
until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .	0
constantly slips from the grasp of its maker .	0
queen of the damned is too long with too little going on .	0
you never know where changing lanes is going to take you but it 's a heck of a ride .	1
eight legged freaks ?	0
parts seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings	1
intriguing and stylish .	1
tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
friday after next is a lot more bluster than bite .	0
an opportunity missed .	0
shallow , noisy and pretentious .	0
some of the most inventive silliness you are likely to witness in a movie theatre for some time .	1
it 's surprisingly decent , particularly for a tenth installment in a series .	1
it 's a talking head documentary , but a great one .	1
cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .	0
the gorgeously elaborate continuation of `` the lord of the rings '' trilogy is so huge that a column of words can not adequately describe co-writer\/director peter jackson 's expanded vision of j.r.r. tolkien 's middle-earth .	1
for most movies , 84 minutes is short , but this one feels like a life sentence .	0
the observations of this social\/economic\/urban environment are canny and spiced with irony .	1
but unless you 're an absolute raving star wars junkie , it is n't much fun .	0
those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look .	1
a fan film that for the uninitiated plays better on video with the sound turned down .	0
scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .	1
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .	0
as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .	1
hip-hop rarely comes alive as its own fire-breathing entity in this picture .	0
a little uneven to be the cat 's meow , but it 's good enough to be the purr .	1
unfortunately , it 's also not very good .	0
a determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird .	0
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .	0
any rock pile will do for a set .	0
the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld -lrb- who is also one of the film 's producers -rrb- do everything he can to look like a good guy .	0
it 's surprisingly bland despite the heavy doses of weird performances and direction .	0
standing by yourself is haunting ... -lrb- it 's -rrb- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .	1
less an examination of neo-nazism than a probe into the nature of faith itself .	1
depressingly thin and exhaustingly contrived .	0
although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .	0
eyre is on his way to becoming the american indian spike lee .	1
it never plays as dramatic even when dramatic things happen to people .	0
the superior plotline is n't quite enough to drag along the dead -lrb- water -rrb- weight of the other .	0
although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .	0
kapur fails to give his audience a single character worth rooting for -lrb- or worth rooting against , for that matter -rrb- .	0
this is a movie full of grace and , ultimately , hope .	1
slap me , i saw this movie .	0
it drowns in sap .	0
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line .	1
the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .	0
being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	0
its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .	0
... while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention .	0
the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .	0
a lame comedy .	0
a movie that sends you out of the theater feeling like you 've actually spent time living in another community .	1
formuliac , but fun .	1
there 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .	0
none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	0
beautifully reclaiming the story of carmen and recreating it an in an african idiom .	1
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .	0
the whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .	0
the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .	1
nothing wrong with performances here , but the whiney characters bugged me .	0
the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .	0
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	1
you will likely prefer to keep on watching .	1
murphy and wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .	0
like a can of 2-day old coke .	0
entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining !	1
spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .	1
smart and alert , thirteen conversations about one thing is a small gem .	1
an amused indictment of jaglom 's own profession .	1
maintains your interest until the end and even leaves you with a few lingering animated thoughts .	1
the first bond movie in ages that is n't fake fun .	1
a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .	0
this is dicaprio 's best performance in anything ever , and easily the most watchable film of the year .	1
there is a beautiful , aching sadness to it all .	1
campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .	1
elaborate special effects take centre screen , so that the human story is pushed to one side .	1
even during the climactic hourlong cricket match , boredom never takes hold .	1
implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .	1
the punch lines that miss , unfortunately , outnumber the hits by three-to-one .	0
passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...	1
in other words , it 's badder than bad .	0
a wonderfully warm human drama that remains vividly in memory long after viewing	1
the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	0
claude chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	1
damon brings the proper conviction to his role as -lrb- jason bourne -rrb- .	1
it merely indulges in the worst elements of all of them .	0
the film is insightful about kissinger 's background and history .	1
` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .	1
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear .	0
assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan .	1
this story of unrequited love does n't sustain interest beyond the first half-hour .	0
a harrowing account of a psychological breakdown .	1
paul cox needed to show it .	0
a little melodramatic , but with enough hope to keep you engaged .	1
-lrb- danny huston gives -rrb- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	1
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .	0
stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9\/11 .	1
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .	0
loud , silly , stupid and pointless .	0
well , this movie proves you wrong on both counts .	0
no surprises .	0
it 's funny and human and really pretty damned wonderful , all at once .	1
holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .	1
-lrb- creates -rrb- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .	0
though there are many tense scenes in trapped , they prove more distressing than suspenseful .	0
thumbs down .	0
payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .	1
the film 's trailer also looked like crap , so crap is what i was expecting .	0
unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile .	1
it 's a masterpiece .	1
toward the end sum of all fears morphs into a mundane '70s disaster flick .	0
directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .	0
bluer than the atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .	1
` in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '	0
green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .	0
a depraved , incoherent , instantly disposable piece of hackery .	0
the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .	1
even at its worst , it 's not half-bad .	1
gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	1
-lrb- tries -rrb- to parody a genre that 's already a joke in the united states .	0
this would-be ` james bond for the extreme generation ' pic is one big , dumb action movie .	0
it 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss .	0
it may also be the best sex comedy about environmental pollution ever made .	1
a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	1
seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .	0
swims in mediocrity , sticking its head up for a breath of fresh air now and then .	0
likely to have decades of life as a classic movie franchise ?	1
noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us	0
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .	1
a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .	1
cherish would 've worked a lot better had it been a short film .	0
a movie to forget	0
rife with the rueful , wry humor springing out of yiddish culture and language .	1
charlotte sometimes is a gem .	1
first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .	1
although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .	1
a crisp psychological drama -lrb- and -rrb- a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .	1
although disney follows its standard formula in this animated adventure , it feels more forced than usual .	0
a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .	1
a solid , psychological action film from hong kong .	1
like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .	0
a cultural wildcard experience : wacky , different , unusual , even nutty .	1
its premise is smart , but the execution is pretty weary .	0
the things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .	0
not once does it come close to being exciting .	0
the film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	1
while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire .	0
a thriller without thrills and a mystery devoid of urgent questions .	0
i am more offended by his lack of faith in his audience than by anything on display here .	0
... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .	0
chaiken ably balances real-time rhythms with propulsive incident .	1
the beauty of the piece is that it counts heart as important as humor .	1
one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .	1
reggio and glass put on an intoxicating show .	1
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .	1
jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set .	0
no amount of burning , blasting , stabbing , and shooting can hide a weak script .	0
mazel tov to a film about a family 's joyous life acting on the yiddish stage .	1
the problem with all of this : it 's not really funny .	0
as hannibal would say , yes , ` it 's like having an old friend for dinner ' .	1
it 's a spectacular performance - ahem , we hope it 's only acting .	1
cloaks a familiar anti-feminist equation -lrb- career - kids = misery -rrb- in tiresome romantic-comedy duds .	0
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .	0
what bubbles up out of john c. walsh 's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .	1
a clichéd and shallow cautionary tale about the hard-partying lives of gay men .	0
brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	1
fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	1
if you love the music , and i do , its hard to imagine having more fun watching a documentary ...	1
godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .	0
for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .	0
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	1
the actors must indeed be good to recite some of this laughable dialogue with a straight face .	0
it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	1
once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .	0
anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .	1
it excels because , unlike so many other hollywood movies of its ilk , it offers hope .	1
each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .	0
all in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .	1
check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .	0
control-alt-delete simone as quickly as possible	0
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .	1
still , this flick is fun , and host to some truly excellent sequences .	1
the movie straddles the fence between escapism and social commentary , and on both sides it falls short .	0
it 's a familiar story , but one that is presented with great sympathy and intelligence .	1
it 's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .	0
if -lrb- jaglom 's -rrb- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .	1
the romance between the leads is n't as compelling or as believable as it should be .	0
too clumsy in key moments ... to make a big splash .	0
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
the troubling thing about clockstoppers is that it does n't make any sense .	0
this is a children 's film in the truest sense .	1
an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .	1
with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in .	1
while not quite `` shrek '' or `` monsters , inc. '' , it 's not too bad .	1
it 's an 88-minute highlight reel that 's 86 minutes too long .	0
-lrb- soderbergh -rrb- tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .	0
go , girls , right down the reality drain .	0
a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence .	0
the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public	1
long before it 's over , you 'll be thinking of 51 ways to leave this loser .	0
it 's a solid movie about people whose lives are anything but .	1
you 'll find yourself wishing that you and they were in another movie .	0
it 's an experience in understanding a unique culture that is presented with universal appeal .	1
a lot of talent is wasted in this crass , low-wattage endeavor .	0
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0
proof once again that if the filmmakers just follow the books , they ca n't go wrong .	1
but even while his characters are acting horribly , he is always sympathetic .	1
the bottom line , at least in my opinion , is imposter makes a better short story than it does a film .	0
there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally .	0
sewer rats could watch this movie and be so skeeved out that they 'd need a shower .	0
it sends you away a believer again and quite cheered at just that .	1
an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .	1
the basic premise is intriguing but quickly becomes distasteful and downright creepy .	0
like the world of his film , hartley created a monster but did n't know how to handle it .	0
a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .	1
just when you think you are making sense of it , something happens that tells you there is no sense .	0
i felt trapped and with no obvious escape for the entire 100 minutes .	0
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side .	1
morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .	0
... although this idea is `` new '' the results are tired .	0
given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .	0
sluggish , tonally uneven .	0
more tiring than anything .	0
devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	1
` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '	0
in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0
like its bizarre heroine , it irrigates our souls .	1
not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .	1
a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .	0
an uneven mix of dark satire and childhood awakening .	0
i wish it would have just gone more over-the-top instead of trying to have it both ways .	0
-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .	0
in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war-weary marine .	0
the story the movie tells is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career .	0
but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	1
more precious than perspicacious	1
that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .	1
the performances are uniformly good .	1
the best part about `` gangs '' was daniel day-lewis .	1
contrived as this may sound , mr. rose 's updating works surprisingly well .	1
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .	0
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	0
a cautionary tale about the folly of superficiality that is itself endlessly superficial .	0
has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .	1
steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .	1
a lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .	1
as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .	0
it is an unstinting look at a collaboration between damaged people that may or may not qual	1
shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .	1
a funny and touching film that is gorgeously acted by a british cast to rival gosford park 's .	1
not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .	1
too slow for a younger crowd , too shallow for an older one .	0
watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .	1
a very capable nailbiter .	1
cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .	1
the action sequences are fun and reminiscent of combat scenes from the star wars series .	1
` blue crush ' swims away with the sleeper movie of the summer award .	1
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
obvious .	0
-lrb- a -rrb- soulless , stupid sequel ...	0
an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .	1
cinematic poetry showcases the city 's old-world charm before machines change nearly everything .	1
the plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflé gone wrong .	0
a thought-provoking picture .	1
an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .	1
the story line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its despairing vision of corruption within the catholic establishment .	1
plays like a glossy melodrama that occasionally verges on camp .	0
a real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .	1
a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .	1
a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .	0
imagine susan sontag falling in love with howard stern .	0
worth catching for griffiths ' warm and winning central performance .	1
delight your senses and crash this wedding !	1
comes off like a bad imitation of the bard .	0
77 minutes of pokemon may not last 4ever , it just seems like it does .	0
while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .	0
thoroughly awful .	0
transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games .	1
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced .	1
nothing short of a masterpiece -- and a challenging one .	1
the son of the bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	1
the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .	1
there 's only one way to kill michael myers for good : stop buying tickets to these movies .	0
plus , like i already mentioned ... it 's robert duvall !	1
... quite good at providing some good old fashioned spooks .	1
woody allen used to ridicule movies like hollywood ending .	0
at once disarmingly straightforward and strikingly devious .	1
especially give credit to affleck .	1
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .	1
although it includes a fair share of dumb drug jokes and predictable slapstick , `` orange county '' is far funnier than it would seem to have any right to be .	1
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group ... and never fails to entertain .	1
i enjoyed the movie in a superficial way , while never sure what its purpose was .	1
